ID,ACCESSION,NAME,TAXONOMY,ORIGIN,AMYLOSE,KERNEL LENGTH/WIDTH RATIO,LENGTH OF KERNEL,SALT TOLERANCE,WIDTH OF KERNEL,LEAF BLADE COLOR,PLANT HEIGHT 1
1307971,PI 408402,B462B-PN-1-3,Oryza sativa L.,Indonesia,27,3.2,6.8,0,2.1,0,0
1307972,PI 408403,'Tong-il',Oryza sativa L.,"Korea, South",21,2,5.3,0.28,2.7,0,0
1307973,PI 408404,'Murni',Oryza sativa L.,Malaysia,25,2.9,6.6,0,2.3,0,0
1307974,PI 408405,'Pulut Malaysia I',Oryza sativa L.,Malaysia,0,3.2,6.4,0,2,0,0
1307975,PI 408406,'Mahsuri',Oryza sativa L.,Malaysia,26,3.2,6.3,0,2,0,0
1307976,PI 408407,'Joachin A74',Oryza sativa L.,Mexico,29,3.2,6.7,1.2,2.1,0,0
1307977,PI 408408,Parwarnipur I,Oryza sativa L.,Nepal,28,2.5,6.1,0,2.4,0,0
1307978,PI 408409,IR 578-95-1-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,2.4,6.5,0.14,2.7,0,0
1307979,PI 408410,'Huallaga',Oryza sativa L.,Peru,29,3.1,6.8,0,2.2,0,0
1307980,PI 408411,C4-63,Oryza sativa L.,Philippines,27,3,6.8,0,2.3,0,0
1307981,PI 408412,IR 742-B2-6,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3,5.7,0,1.9,0,0
1307982,PI 408413,IR 789-2-3-2-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",0,2.9,7,0,2.4,0,0
1307983,PI 408414,IR 1487-37-2-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3.2,6.6,0.27,2.1,0,0
1307984,PI 408415,IR 1514A-E-562-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",24,2.7,6,0,2.2,0,0
1307985,PI 408416,IR 1514A-E597-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.5,5.5,0,2.2,0,0
1307986,PI 408417,IR 1544-18-1-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",22,2.7,6,0,2.2,0,0
1307987,PI 408418,IR 1544-340-6-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,3,6.8,0,2.3,0,0
1307988,PI 408419,32 Xuan 5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3.3,6.3,0,1.9,0,0
1307989,PI 408420,IR 1614-138-1-3-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3,6.6,0,2.2,0,0
1307990,PI 408421,IR 1614-389-1-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.2,6.8,0.34,2.1,0,0
1307991,PI 408422,IR 1632-93-2-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",34,3.6,6.8,0,1.9,0,0
1307992,PI 408423,IR 1704-13-3-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3,6.4,0,2.1,0,0
1307993,PI 408424,IR 1721-11-68-3-6,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3.1,6.8,0,2.2,0,0
1307994,PI 408425,'Tamale',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,3.3,6.6,0.24,2,0,0
1307996,PI 408427,IR 2031-238-4-2-2-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,3.4,7.1,0.25,2.1,0,0
1307997,PI 408428,IR 2031-354-1-3-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3.3,6.9,0,2.1,0,0
1307998,PI 408429,IR 2034-238-1-2-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.2,7,0.19,2.2,0,0
1307999,PI 408430,IR 2035-255-2-3-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3,6.7,0,2.2,0,0
1308000,PI 408431,IR 2035-290-2-3-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3.1,7.1,0,2.3,0,0
1308001,PI 408432,IR 2035-487-3-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3.2,7,0,2.2,0,0
1308002,PI 408433,IR 2042-102-2-103-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.1,6.2,0,2,0,0
1308003,PI 408434,IR 2042-175-3-2-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.4,6.8,0.41,2,0,0
1308004,PI 408435,IR 2049-120-2-3-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3.3,6.9,0,2.1,0,0
1308005,PI 408436,IR 2053-241-3-2-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3.2,6.9,0.37,2.1,0,0
1308006,PI 408437,IR 2053-362-1-4-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3,6.7,0,2.2,0,0
1308007,PI 408438,IR 2053-375-1-1-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,3.2,6.8,0,2.1,0,0
1308008,PI 408439,IR 2055-462-3-2-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3,6.8,0,2.3,0,0
1308009,PI 408440,IR 2055-481-2-6-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",25,3.5,7.4,0,2.1,0,0
1308010,PI 408441,IR 2058-74-2-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,3.5,6.9,0.62,2,0,0
1308011,PI 408442,IR 2061-228-3-9,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.9,6.9,0.1,2.4,0,0
1308012,PI 408443,IR 2061-522-6-9,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2.6,6,0,2.3,0,0
1308013,PI 408444,IR 2063-65-2-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,1.8,4.5,0.31,2.5,0,0
1308014,PI 408445,IR 2063-87-1-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,1.8,4.2,0.2,2.3,0,0
1308015,PI 408446,IR 2063-152-3-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,1.7,4.3,1.24,2.5,0,0
1308016,PI 408447,IR 2063-185-2-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",28,1.8,4.4,0,2.4,0,0
1308017,PI 408448,IR 2068-65-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.8,6.2,0,2.2,0,0
1308018,PI 408449,Purple,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,2.4,5.6,0.36,2.3,0,0
1308019,PI 408450,IR 2070-178-2-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",34,2.8,6.4,0,2.3,0,0
1308020,PI 408451,IR 2070-210-3-3-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2,5.4,0,2.7,0,0
1308021,PI 408452,IR 2070-288-2-2-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3.3,7,0,2.1,0,0
1308022,PI 408453,IR 2070-320-6-5-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3.1,6.8,0,2.2,0,0
1308023,PI 408454,IR 2070-439-3-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3.1,7.2,0,2.3,0,0
1308024,PI 408455,IR 2070-511-3-6-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",34,4.1,7,0,1.7,0,0
1308025,PI 408456,IR 2070-464-1-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,2.9,6.1,0.48,2.1,0,0
1308026,PI 408457,IR 2070-614-6-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2.3,5.5,0,2.4,0,0
1308027,PI 408458,IR 2070-796-1-4-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3.1,6.5,0,2.1,0,0
1308028,PI 408459,IR 2070-834-1-2-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",22,3.1,6.2,0,2,0,0
1308029,PI 408460,IR 2070-863-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,2.6,5.7,0,2.2,0,0
1308030,PI 408461,IR 2070-77-9-3-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",25,2.8,5.8,0,2.1,0,0
1308031,PI 408462,IR 2070-105-9-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.5,6.1,0,2.4,0,0
1308032,PI 408463,IR 176-1-2-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.2,5.6,0,2.5,0,0
1308034,PI 408465,IR 2071-251-1-1-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2.4,5.3,0,2.2,0,0
1308035,PI 408466,IR 2071-527-3-1-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3,6.5,0.55,2.2,0,0
1308036,PI 408467,IR 2071-542-3-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.9,6.3,0,2.2,0,0
1308037,PI 408468,'IR 42',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3.1,6.6,0,2.1,0,0
1308038,PI 408469,IR 2071-837-6-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",21,3.3; 2.6,6.3; 7,0,2.4; 2.1,0,0
1308039,PI 408470,IR 2073-170-3-3-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",34,2.5,6.3,0.31,2.5,0,0
1308040,PI 408471,IR 2076-67-3-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3.3,7,0,2.1,0,0
1308041,PI 408472,IR 2151-598-3-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,3,6.3,0,2.1,0,0
1308042,PI 408473,IR 2151-745-3-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,2.6,5.5,0,2.1,0,0
1308043,PI 408474,IR 2151-957-5-3-7,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,3,5.9,0.09,2,0,0
1308044,PI 408475,IR 2153-43-2-5-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,2.7,5.9,0,2.2,0,0
1308045,PI 408476,IR 2153-43-2-5-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.9,6,0,2.1,0,0
1308046,PI 408477,IR 2153-550-2-6,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,2.4,5.3,0,2.2,0,0
1308047,PI 408478,IR 2172-15-1-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",28,2.4,6.5,1.48,2.7,0,0
1308048,PI 408479,IR 2172-64,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2.4,6.2,0,2.6,0,0
1308049,PI 408480,IR 2177-19-5-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.1,6.6,0,2.1,0,0
1308050,PI 408481,IR 2307-64-4-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3.1,6.8,0.25,2.2,0,0
1308051,PI 408482,IR 2307-117-2-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",24,3.2,6.5,0,2,0,0
1308052,PI 408483,IR 2307-217-2-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",24,3.5,7.1,0.72,2,0,0
1308053,PI 408484,IR 2328-27-3-6,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3.6,6.9,0.35,1.9,0,0
1308054,PI 408485,IR 2328-198-1-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.6,6.9,0.28,1.9,0,0
1308055,PI 408486,IR 2328-300-2-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3.4,6.2,0,1.8,0,0
1308056,PI 408487,IR 2415-20-3-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",21,3.3,6.6,0,2,0,0
1308057,PI 408488,IR 2415-49-6-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,3.8,6.9,0.8,1.8,0,0
1308058,PI 408489,IR 2415-90-4-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3,7.1,0,2.3,0,0
1308059,PI 408490,IR 2415-183-6-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",24,3.3,6.8,0.49,2.1,0,0
1308060,PI 408491,IR 2560-130-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",23,3.1,6.6,0,2.1,0,0
1308061,PI 408492,IR 2561-58-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2.8,5.9,0.28,2.1,0,0
1308062,PI 408493,IR 2562-17-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.8,6.5,1.06,2.3,0,0
1308063,PI 408494,IR 2562-69-4-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",21,3.3,7.3,0.31,2.2,0,0
1308064,PI 408495,IR 2564-155-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3.1,7.4,0,2.4,0,0
1308065,PI 408496,IR 2588-5-1-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",17,3,6.7,0,2.2,0,0
1308066,PI 408497,IR 2588-19-1-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3.1,6.8,0.25,2.2,0,0
1308067,PI 408498,IR 2588-48-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3.1,6.5,0.55,2.1,0,0
1308068,PI 408499,IR 2588-60-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3,7.2,0,2.4,0,0
1308069,PI 408500,IR 2588-132-1-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3,6.6,0,2.2,0,0
1308070,PI 408501,IR 2681-34-5-6,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,2.7,6.4,0.4,2.4,0,0
1308071,PI 408502,IR 2681-90-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.4,7.1,0.25,2.1,0,0
1308072,PI 408503,IR 2681-112-6-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.2,6.7,0,2.1,0,0
1308073,PI 408504,IR 2681-118-1-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.3,6.3,0,1.9,0,0
1308074,PI 408505,IR 2681-163-5-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.9,6.7,0,2.3,0,0
1308075,PI 408506,IR 2688-43-4-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,2.9,6.7,0,2.3,0,0
1308076,PI 408507,IR 2706-3-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3.1,6.9,0,2.2,0,0
1308077,PI 408508,IR 2706-11-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",34,3.2,7.3,4.44,2.3,0,0
1308078,PI 408509,IR 2706-31-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,2.8,5.9,0,2.1,0,0
1308079,PI 408511,IR 2755-E1-5-2-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,2.3,5.4,0.28,2.4,0,0
1308080,PI 408512,IR 2755-E2-11-1-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.7,6.2,0.43,2.3,0,0
1308081,PI 408513,IR 2757-E2-1-2-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,2.5,5.6,0.62,2.2,0,0
1308082,PI 408514,IR 2760-E1-33-1-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.5,6,0,2.4,0,0
1308083,PI 408515,IR 2763-E1-1-2-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3.3,5.6,0,1.7,0,0
1308084,PI 408516,IR 2768-11-133-2-914-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,3.2,6.1,0.92,1.9,0,0
1308085,PI 408517,IR 2786-120-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.6,6.5,0,1.8,0,0
1308086,PI 408518,IR 2793-8-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,4.6,6.4,0.12,1.4,0,0
1308087,PI 408519,IR 2793-15-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,2.5,5.8,0.4,2.3,0,0
1308088,PI 408520,BR 16,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",33,2.9,6.6,0,2.3,0,0
1308089,PI 408521,IR 2796-95-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.9,6.4,0.2,2.2,0,0
1308090,PI 408522,IR 2797-86-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,3,7.3,0,2.4,0,0
1308091,PI 408523,IR 2797-98-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.1,5.4,0,2.6,0,0
1308092,PI 408524,NN3B,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",23,3.1,5.8,0.39,1.9,0,0
1308093,PI 408525,IR 2797-156-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3.1,6.9,0.65,2.2,0,0
1308094,PI 408526,IR 2798-86-6,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3,6.6,0,2.2,0,0
1308095,PI 408527,IR 2798-88-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.1,6.5,0,2.1,0,0
1308096,PI 408528,IR 2798-109-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,4.1,7.4,0,1.8,0,0
1308097,PI 408529,IR 2798-115-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",24,3.3,6.8,0,2,0,0
1308098,PI 408530,IR 2811-24-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3.1,6.8,0,2.2,0,0
1308099,PI 408531,IR 2815-39-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.7,6.1,0,2.3,0,0
1308100,PI 408532,IR 2823-74-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3.6,6.4,0,1.8,0,0
1308101,PI 408533,IR 2843-26-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,3.2,6.7,0.16,2.1,0,0
1308102,PI 408534,IR 2843-79-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",28,2.8,6.2,0,2.2,0,0
1308103,PI 408535,IR 2844-5-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.7,6.5,0,2.4,0,0
1308104,PI 408536,IR 2844-27-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3,7,0,2.3,0,0
1308105,PI 408537,IR 2851-41-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,2.9,6.9,0,2.4,0,0
1308106,PI 408538,IR 2851-53-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,3.1,7.1,0,2.3,0,0
1308107,PI 408539,IR 2854-23-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",24,2.7,6.4,0,2.5,0,0
1308108,PI 408540,IR 2863-21-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2.7,6.2,0,2.3,0,0
1308109,PI 408541,IR 2863-22-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,2.6,6,0,2.3,0,0
1308110,PI 408542,IR 2863-31-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.7,6.4,0,2.4,0,0
1308111,PI 408543,IR 2863-35-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.7,6.1,0,2.3,0,0
1308112,PI 408544,IR 2863-38-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2.7,6.3,0,2.3,0,0
1308113,PI 408545,IR 2863-39-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.8,6.6,0,2.4,0,0
1308114,PI 408546,IR 2863-48-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",30,2.7,6.9,0,2.6,0,0
1308115,PI 408547,IR 2865-1-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,3,6.8,0,2.3,0,0
1308116,PI 408548,IR 2865-1-6,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",32,3.4,6.8,0,2,0,0
1308117,PI 408549,Purple,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.6,5.7,0,2.3,0,0
1308118,PI 408551,IR 3264-13-158-2-935-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2.8,6.6,0,2.4,0,0
1308119,PI 408552,IR 2635-112-1-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,2.4,7.1,0,2.9,0,0
1308120,PI 408553,IR 3265-138-2-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3,6.5,0,2.2,0,0
1308121,PI 408554,A12-167-3,Oryza sativa L.,Sri Lanka,25,3.2,7.2,0,2.3,0,0
1308122,PI 408555,'BG 11-11',Oryza sativa L.,Sri Lanka,32,2.3,6.2,0.2,2.6,0,0
1308123,PI 408556,BG 32-2,Oryza sativa L.,Sri Lanka,29,2,5.3,0.78,2.6,0,0
1308124,PI 408557,BG 35-2,Oryza sativa L.,Sri Lanka,28,2,5.4,0.55,2.7,0,0
1308125,PI 408558,BG 94-2,Oryza sativa L.,Sri Lanka,29,2.4,6,0.44,2.5,0,0
1308126,PI 408559,'BW 191',Oryza sativa L.,Sri Lanka,30,3,6,0,2,0,0
1308127,PI 408560,BW 196,Oryza sativa L.,Sri Lanka,31,2.7,6.7,0.68,2.5,0,0
1308128,PI 408561,'Chianung Sen Yu 6',Oryza sativa L.,Taiwan,29,3,6.5,0,2.2,DARK GREEN,0
1308129,PI 408562,'Chianung Sen Yu 8',Oryza sativa L.,Taiwan,20,2.9,6,0.37,2.1,0,0
1308130,PI 408563,BKN 6323-17,Oryza sativa L.,Thailand,27,3,6.9,0,2.3,0,0
1308131,PI 408564,BKN 6819-33-3-2-1,Oryza sativa L.,Thailand,28,3.1,7.4,0,2.4,0,0
1308132,PI 408565,BKN 6819-33-3-2-2-3,Oryza sativa L.,Thailand,30,2.9,7,1.5,2.4,0,0
1308133,PI 408566,BKN 6820-4-1-3,Oryza sativa L.,Thailand,27,3.5,7.3,0.89,2.1,0,0
1308134,PI 408567,BKN 6820-6-3-2,Oryza sativa L.,Thailand,27,3,6.9,0.17,2.3,0,0
1308135,PI 408568,'RD 5',Oryza sativa L.,Thailand,29,3,7.3,0.55,2.4,0,0
1308136,PI 408569,SPR 6726-76-2-3,Oryza sativa L.,Thailand,26,3.3,7.5,0,2.3,0,0
1308137,PI 408571,FH 355,Oryza sativa L.,India,31,3,6.4,0,2.1,0,0
1308138,PI 408572,IET 1789,Oryza sativa L.,India,29,3.1,7.1,0.35,2.3,0,0
1308139,PI 408573,'Jaya',Oryza sativa L.,India,29,2.6,6.9,1.2,2.7,0,0
1308140,PI 408574,R 2389,Oryza sativa L.,India,30,3.1,6.7,0.08,2.2,0,0
1308141,PI 408575,'Sona',Oryza sativa L.,India,33,3.4,6.5,0,1.9,0,0
1308142,PI 408576,UPR 4-25-1,Oryza sativa L.,India,30,3.6,6.1,0.94,1.7,0,0
1308143,PI 408577,UPR 69-5-1,Oryza sativa L.,India,21,3,6.5,0.8,2.2,DARK GREEN,0
1308144,PI 408578,UPR 70-30-7,Oryza sativa L.,India,31,3.9,6.7,1.3,1.7,0,0
1308145,PI 408579,B57C-MD-10-2,Oryza sativa L.,Indonesia,24,2.7,6.4,0.91,2.4,0,0
1308146,PI 408580,BC-MD-3-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.3,5.4,0.3,2.3,0,0
1308147,PI 408581,'IR 28',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3,6.2,0,2.1,0,0
1308148,PI 408582,IR 2031-724-2-3-4,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2.8,6.8,0.83,2.4,0,0
1308149,PI 408583,IR 2061-465-1-5-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.8,5.9,0.25,2.1,0,0
1308150,PI 408584,'Laxmi',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",28,2.7,6.3,0.83,2.3,0,0
1308151,PI 408585,'IR 40',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3.5,5.9,0,1.7,0,0
1308152,PI 408586,'IR 36',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",28,3,6.4,0.33,2.1,0,0
1308153,PI 408587,IR 2071-636-5-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,2.5,5.6,1.24,2.2,0,0
1308154,PI 408588,'Chianung Sen Yu 11',Oryza sativa L.,Taiwan,30,3.2,6.4,0.22,2,0,0
1308155,PI 408589,'IR 30',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,2.8,5.9,0,2.1,0,0
1308156,PI 408590,IR 561-228-3-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,4.3,6.8,0,1.6,0,0
1308157,PI 408591,'Biplab',Oryza sativa L.,Bangladesh,26,2.4,6.2,0.75,2.6,0,0
1308158,PI 408592,IET 2254,Oryza sativa L.,India,28,2.9,6.4,0.34,2.2,0,0
1308159,PI 408593,IET 2895,Oryza sativa L.,India,22,2.7,6.2,0.31,2.3,0,0
1308160,PI 408594,IET 2938,Oryza sativa L.,India,21,2.9,6.6,0.33,2.3,0,0
1308161,PI 408595,'Jayanti',Oryza sativa L.,"Bihar, India",31,2.3,6.5,1.8,2.8,0,0
1308162,PI 408596,B452B-290-2-1-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,2.5,6.3,0.18,2.5,0,0
1308163,PI 408597,'Pelita I-1',Oryza sativa L.,Indonesia,26,2.2,5.8,0.49,2.6,0,0
1308164,PI 408598,C168-134,Oryza sativa L.,Philippines,25,2.9,6.6,1.1,2.3,0,0
1308165,PI 408599,IR 1632-93-2-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3.1,6.5,0,2.1,0,0
1308166,PI 408600,'IR 46',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",29,3.1,6.5,0,2.1,0,0
1308167,PI 408601,'IR 34',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,3.1,7.1,0,2.3,0,0
1308168,PI 408602,IR 2061-464-2-4-4-6,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,3,6.4,0,2.1,0,0
1308169,PI 408603,'IR 38',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",28,2.8,6.6,0,2.4,0,0
1308170,PI 408604,'IR 32',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,3.3,7.4,0.65,2.2,0,0
1308171,PI 408605,IR 2071-588-5-4-5,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,2.3,5.7,0,2.5,0,0
1308172,PI 408606,IR 2153-26-3-5-6,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",31,2.8,6.5,0,2.3,0,0
1308173,PI 408607,'Sri Malaysia I',Oryza sativa L.,Malaysia,29,3,7.2,0,2.4,0,0
1308174,PI 408608,'BG 90-2',Oryza sativa L.,Sri Lanka,29,2.6,6.5,0.33,2.5,0,0
1308175,PI 408609,'BG 94-1',Oryza sativa L.,Sri Lanka,31,2.8,6.5,0.9,2.3,0,0
1308176,PI 408610,BKN 6809-74-40,Oryza sativa L.,Thailand,27,3.2,6.7,0,2.1,0,0
1308177,PI 408611,PMI 6624-257-1,Oryza sativa L.,Thailand,28,3.1,7.1,0,2.3,0,0
